record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified
107,2025,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Smart City Initiative,Water Pipeline,Vendor_1089,76069449,41513961,23169884,12677908,4781277,0.377,Delayed,22-02-2024,25-06-2024,28-07-2024,232,3.42,No
108,2024,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Bangalore,Whitefield,Urban Housing Scheme,Hospital Upgrade,Vendor_1046,260192312,134029933,90953227,38532118,45896741,1.191,Delayed,28-10-2023,19-04-2024,27-07-2024,188,4.35,No
109,2025,Ministry of Education,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,School Building,Vendor_1035,74831976,28837519,16123552,10327301,2784537,0.27,Completed,28-06-2024,10-11-2024,21-12-2024,290,2.69,Yes
110,2023,Ministry of Rural Development,PM Awas Yojana,Gujarat,Surat,Adajan,Urban Transport Improvement,Road Construction,Vendor_1013,314187251,107320308,77819191,70428109,52011164,0.739,Delayed,18-10-2024,10-02-2025,23-02-2025,31,3.9,No
111,2023,Ministry of Education,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,State Road Development,Water Pipeline,Vendor_1026,153938644,68454992,44222180,28885520,29432854,1.019,Completed,04-05-2023,29-09-2023,07-11-2023,137,3.07,No
112,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Bangalore,Indiranagar,Smart City Initiative,Road Construction,Vendor_1080,352408600,132548786,54219791,40913413,23189811,0.567,Completed,17-02-2023,23-04-2023,06-06-2023,2,4.89,No
113,2025,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,State Road Development,Bridge Development,Vendor_1040,156076960,81295284,37560382,41721941,50750080,1.216,Ongoing,06-07-2023,17-10-2023,27-12-2023,156,3.09,Yes
114,2024,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Hospital Upgrade,Vendor_1006,111721614,42396082,33787588,35845754,17884085,0.499,Delayed,13-01-2024,08-07-2024,17-07-2024,6,1.96,Yes
115,2024,Ministry of Health,Digital India,Karnataka,Hubli,Keshwapur,State Road Development,Water Pipeline,Vendor_1037,291199647,197510401,157224272,82196241,77070292,0.938,Completed,17-08-2023,10-01-2024,08-01-2024,110,1.91,Yes
116,2025,Ministry of Education,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Water Pipeline,Vendor_1034,343747211,107000651,40465734,35781071,42360124,1.184,Completed,07-09-2024,01-12-2024,07-11-2024,112,2.87,Yes
117,2025,Ministry of Infrastructure,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,Road Construction,Vendor_1074,193556456,135422787,100833807,43167427,30941206,0.717,Delayed,06-11-2023,12-04-2024,28-03-2024,239,2.75,Yes
118,2024,Ministry of Infrastructure,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Water Pipeline,Vendor_1083,147164136,47196917,15075297,10432198,12792330,1.226,Completed,10-01-2024,13-05-2024,30-04-2024,176,2.19,No
119,2025,Ministry of Education,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Bridge Development,Vendor_1051,87024307,56393826,35425953,29973482,37476395,1.25,Delayed,27-04-2023,11-09-2023,07-09-2023,117,3.61,Yes
120,2023,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Nashik,Panchavati,Smart City Initiative,Road Construction,Vendor_1077,159276916,56140787,31195449,30877735,29261715,0.948,Delayed,11-07-2024,07-11-2024,16-10-2024,261,4.17,Yes
121,2025,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Hospital Upgrade,Vendor_1086,234265141,123809713,74467906,64068317,60682047,0.947,Completed,02-04-2024,24-08-2024,08-12-2024,291,1.35,Yes
122,2025,Ministry of Education,Digital India,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Water Pipeline,Vendor_1011,346108405,224921328,134072058,138283327,52142749,0.377,Completed,28-09-2023,18-12-2023,30-01-2024,137,1.46,No
123,2023,Ministry of Health,Ayushman Bharat,Maharashtra,Mumbai,Borivali,Smart City Initiative,School Building,Vendor_1071,195983993,74448811,40559198,48583550,16537035,0.34,Ongoing,16-12-2023,21-04-2024,15-06-2024,57,1.08,No
124,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Bridge Development,Vendor_1019,331696126,173113132,126822020,94961623,83652282,0.881,Delayed,19-09-2023,21-01-2024,01-02-2024,139,1.88,No
125,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Hospital Upgrade,Vendor_1099,109954393,59530627,25277295,29444641,21258933,0.722,Delayed,26-11-2023,22-03-2024,26-05-2024,53,2.19,Yes
126,2023,Ministry of Education,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,State Road Development,Bridge Development,Vendor_1005,157918777,74649622,45932095,49665981,50923693,1.025,Delayed,10-12-2023,05-06-2024,07-09-2024,63,4.13,Yes
127,2025,Ministry of Rural Development,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Road Construction,Vendor_1024,157140357,48578953,33799866,22547130,18287515,0.811,Completed,07-02-2023,06-05-2023,30-06-2023,179,4.13,No
128,2024,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Water Pipeline,Vendor_1068,62767562,27597918,8806704,6261015,1260788,0.201,Ongoing,05-11-2024,23-02-2025,13-02-2025,11,1.04,Yes
129,2024,Ministry of Education,PM Awas Yojana,Maharashtra,Mumbai,Bandra,Urban Housing Scheme,School Building,Vendor_1059,393985053,163094650,61728121,31118232,34122954,1.097,Delayed,02-11-2023,16-04-2024,21-04-2024,297,2.46,Yes
130,2025,Ministry of Education,PM Awas Yojana,Maharashtra,Mumbai,Bandra,Urban Housing Scheme,School Building,Vendor_1006,374600523,192856157,108636576,87686395,35814456,0.408,Delayed,24-10-2023,08-01-2024,03-04-2024,130,2.91,No
131,2025,Ministry of Health,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,School Building,Vendor_1031,181797192,73611655,57417514,42868611,18670536,0.436,Completed,20-06-2024,16-09-2024,27-10-2024,48,3.3,Yes
132,2023,Ministry of Education,Digital India,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Road Construction,Vendor_1068,351758320,113242951,45277378,35885357,43224748,1.205,Delayed,05-10-2024,25-01-2025,04-04-2025,144,3,Yes
133,2024,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Road Construction,Vendor_1060,390001149,129682387,44009632,39962246,37388578,0.936,Delayed,13-05-2024,23-07-2024,22-08-2024,41,3.46,Yes
134,2025,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Hospital Upgrade,Vendor_1059,319148185,174279517,62744879,38360278,14503840,0.378,Delayed,23-04-2024,11-10-2024,29-12-2024,142,4.02,No
135,2024,Ministry of Health,Ayushman Bharat,Maharashtra,Nagpur,Dharampeth,Smart City Initiative,Water Pipeline,Vendor_1073,326792098,137383951,96988927,74741906,22354185,0.299,Ongoing,09-02-2024,20-06-2024,05-10-2024,165,3.69,Yes
136,2025,Ministry of Rural Development,Digital India,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1014,378917901,185495149,62159211,56060078,17652691,0.315,Ongoing,28-01-2024,18-05-2024,10-07-2024,258,1.45,No
137,2023,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Mumbai,Bandra,Smart City Initiative,Bridge Development,Vendor_1002,63147954,25846208,8916978,9009272,5477141,0.608,Completed,20-10-2023,29-03-2024,14-07-2024,122,3.8,Yes
138,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Water Pipeline,Vendor_1008,353586802,169883418,51158802,54986892,68908254,1.253,Completed,16-07-2023,21-09-2023,01-11-2023,121,2.84,Yes
139,2025,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Water Pipeline,Vendor_1024,240052091,137989492,61826476,50271002,41310676,0.822,Ongoing,26-09-2024,25-12-2024,09-12-2024,34,4.87,Yes
140,2023,Ministry of Health,Digital India,Gujarat,Surat,Adajan,Smart City Initiative,Water Pipeline,Vendor_1009,109784273,33261767,22828967,18063363,4544839,0.252,Ongoing,26-10-2024,17-01-2025,02-03-2025,139,3.47,Yes
141,2025,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,School Building,Vendor_1089,142645437,65456460,38073614,45274670,44476740,0.982,Delayed,09-06-2023,23-09-2023,16-09-2023,133,1.65,Yes
142,2023,Ministry of Education,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Bridge Development,Vendor_1037,308601643,142398359,55029391,43217887,31942308,0.739,Ongoing,01-02-2023,16-07-2023,28-06-2023,65,4.39,No
143,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1018,373957567,155997524,55649927,32784544,39913572,1.217,Ongoing,02-07-2023,30-11-2023,20-01-2024,116,3.41,No
144,2025,Ministry of Health,Ayushman Bharat,Maharashtra,Nagpur,Dharampeth,State Road Development,Hospital Upgrade,Vendor_1045,156156672,69751618,32086946,24474742,16265664,0.665,Delayed,15-06-2024,01-12-2024,19-12-2024,173,3.24,No
145,2024,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Smart City Initiative,Bridge Development,Vendor_1057,171207026,71586902,24354896,17276958,3535355,0.205,Completed,06-11-2024,14-02-2025,26-01-2025,79,1.58,Yes
146,2024,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Nagpur,Sitabuldi,Urban Housing Scheme,Hospital Upgrade,Vendor_1040,64542582,43716232,30859258,33446925,36806121,1.1,Delayed,29-11-2023,25-05-2024,30-05-2024,223,3.63,No
147,2023,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1056,95416605,35393092,23218034,14738399,4206711,0.285,Completed,30-09-2023,20-01-2024,10-04-2024,177,4.94,Yes
148,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,State Road Development,Bridge Development,Vendor_1028,177617045,94155853,47507549,22992314,19108284,0.831,Ongoing,27-10-2024,19-02-2025,02-02-2025,122,4.25,Yes
149,2024,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,School Building,Vendor_1092,184539359,106081916,44376981,42826714,41998279,0.981,Delayed,30-09-2024,25-12-2024,05-04-2025,134,3.9,No
150,2023,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,School Building,Vendor_1053,258595924,124792003,69293480,59805007,13078719,0.219,Ongoing,27-10-2024,10-01-2025,14-03-2025,201,1.24,Yes
151,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Bangalore,Whitefield,State Road Development,Bridge Development,Vendor_1020,252798367,104694320,69816917,30790746,19435038,0.631,Delayed,10-09-2023,05-01-2024,31-03-2024,220,2.91,Yes
152,2024,Ministry of Health,Ayushman Bharat,Karnataka,Bangalore,Whitefield,Smart City Initiative,Water Pipeline,Vendor_1086,71840854,46412117,26686569,30689696,21142687,0.689,Delayed,15-06-2024,20-10-2024,04-10-2024,156,1.84,Yes
153,2025,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1007,331072016,197424716,138278857,106522671,58473426,0.549,Ongoing,14-02-2024,31-07-2024,11-07-2024,64,1.09,No
154,2023,Ministry of Health,Digital India,Maharashtra,Mumbai,Borivali,Urban Housing Scheme,Hospital Upgrade,Vendor_1076,194777908,121986552,41661764,48609924,54381913,1.119,Ongoing,15-07-2024,22-11-2024,21-02-2025,28,3.39,Yes
155,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,State Road Development,Road Construction,Vendor_1009,357078956,133429246,84759743,81691219,72511553,0.888,Ongoing,11-07-2023,12-10-2023,31-10-2023,180,4.77,Yes
156,2024,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,State Road Development,Bridge Development,Vendor_1057,67848193,46504385,26270128,16081327,5389392,0.335,Delayed,19-06-2023,05-12-2023,26-03-2024,205,4.1,Yes
157,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1011,218213918,116589908,85444506,42743327,16403714,0.384,Completed,27-03-2024,27-07-2024,20-09-2024,124,1.61,No
158,2024,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Water Pipeline,Vendor_1007,336687909,225238747,176468925,177536540,134513772,0.758,Delayed,07-09-2023,25-02-2024,01-06-2024,186,2.9,Yes
159,2023,Ministry of Health,Digital India,Tamil Nadu,Chennai,T Nagar,State Road Development,Bridge Development,Vendor_1056,104698257,70415552,40459203,33747012,29457858,0.873,Ongoing,03-04-2024,06-07-2024,10-08-2024,163,1.88,Yes
160,2023,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,School Building,Vendor_1091,268517657,147464982,103656020,63505825,78846114,1.242,Delayed,22-07-2024,23-11-2024,19-02-2025,147,2.68,Yes
161,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Bridge Development,Vendor_1030,309136636,111047913,71568634,46418126,29926675,0.645,Ongoing,23-05-2023,10-10-2023,24-09-2023,60,3.95,No
162,2025,Ministry of Health,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Hospital Upgrade,Vendor_1053,367226057,141590629,94640847,66638493,20484665,0.307,Delayed,13-07-2023,06-01-2024,24-02-2024,125,1.63,No
163,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1082,91378170,50609834,32347769,23862347,12394323,0.519,Completed,06-01-2024,23-06-2024,05-10-2024,196,2.05,No
164,2024,Ministry of Education,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1042,348743053,151971302,54002353,44662017,22734232,0.509,Ongoing,02-03-2024,30-06-2024,30-07-2024,65,4.56,No
165,2025,Ministry of Health,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Road Construction,Vendor_1016,187448690,62688275,44925452,47959449,17585935,0.367,Ongoing,10-01-2024,22-03-2024,16-05-2024,233,4.39,No
166,2023,Ministry of Education,Ayushman Bharat,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Bridge Development,Vendor_1064,377282221,120471667,57072410,37367674,43200706,1.156,Delayed,23-12-2023,18-03-2024,24-05-2024,270,4.1,No
167,2025,Ministry of Health,PM Gram Sadak Yojana,Maharashtra,Nagpur,Sitabuldi,Smart City Initiative,Road Construction,Vendor_1045,128054335,54415425,18391400,19238399,6012290,0.313,Ongoing,27-06-2023,23-10-2023,29-09-2023,73,4.47,No
168,2024,Ministry of Health,Digital India,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,Water Pipeline,Vendor_1049,342586586,130604200,46653839,20147510,22403729,1.112,Delayed,06-03-2024,21-07-2024,23-08-2024,249,4.99,Yes
169,2024,Ministry of Health,PM Awas Yojana,Karnataka,Bangalore,Whitefield,State Road Development,Water Pipeline,Vendor_1079,293720980,187126761,112182965,90612447,92524029,1.021,Completed,24-08-2023,10-12-2023,20-03-2024,124,3.78,No
170,2025,Ministry of Infrastructure,Digital India,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Road Construction,Vendor_1066,123303925,85201451,28832866,23140099,26252927,1.135,Completed,12-04-2024,11-07-2024,19-09-2024,266,2.62,Yes
171,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Road Construction,Vendor_1019,270952761,84248773,39184079,36920609,12543830,0.34,Delayed,24-03-2024,01-06-2024,12-09-2024,228,4.19,Yes
172,2025,Ministry of Education,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Transport Improvement,Hospital Upgrade,Vendor_1071,108498895,56777195,25814768,23936370,27610650,1.154,Ongoing,14-01-2023,03-06-2023,27-05-2023,67,3.74,No
173,2025,Ministry of Rural Development,Digital India,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Road Construction,Vendor_1042,378209873,260183747,153731782,150418537,183173969,1.218,Completed,31-05-2023,22-11-2023,19-01-2024,77,1.17,No
174,2025,Ministry of Health,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,School Building,Vendor_1005,347579516,151771901,120377455,102601839,33376403,0.325,Delayed,20-11-2023,16-02-2024,06-02-2024,136,4.58,No
175,2025,Ministry of Education,Digital India,Karnataka,Mysore,VV Mohalla,State Road Development,Road Construction,Vendor_1095,210603720,92265599,29607651,21961957,27958271,1.273,Ongoing,29-07-2023,24-12-2023,18-04-2024,42,1.68,No
176,2024,Ministry of Health,PM Awas Yojana,Karnataka,Bangalore,Whitefield,Smart City Initiative,Water Pipeline,Vendor_1025,71205265,45523853,27308606,17008404,4196690,0.247,Completed,26-11-2024,22-05-2025,30-05-2025,183,1.93,No
177,2023,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Bridge Development,Vendor_1029,85816047,47821522,23568865,11265355,7658126,0.68,Delayed,23-11-2024,11-04-2025,04-04-2025,186,4,No
178,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,State Road Development,Hospital Upgrade,Vendor_1009,240607627,135111722,67725257,50459849,54426326,1.079,Delayed,23-06-2024,07-09-2024,22-08-2024,167,3.15,No
179,2024,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,School Building,Vendor_1022,383701788,255969235,80562361,95107979,46945821,0.494,Delayed,04-07-2023,14-09-2023,17-11-2023,228,3.25,No
180,2024,Ministry of Rural Development,Digital India,Maharashtra,Nashik,Panchavati,Smart City Initiative,Hospital Upgrade,Vendor_1074,127311519,70218261,46564047,47678592,14063294,0.295,Ongoing,06-04-2023,29-09-2023,27-09-2023,167,1.11,Yes
181,2025,Ministry of Health,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,State Road Development,School Building,Vendor_1051,196052484,134832507,92698734,84281429,84873715,1.007,Delayed,03-11-2023,25-02-2024,04-03-2024,274,3.82,No
182,2023,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Housing Scheme,Road Construction,Vendor_1027,129343267,47018793,26912899,19058986,9352767,0.491,Completed,24-02-2023,30-05-2023,26-08-2023,198,3.49,Yes
183,2023,Ministry of Health,PM Awas Yojana,Karnataka,Bangalore,Indiranagar,Smart City Initiative,Bridge Development,Vendor_1040,251314686,165554829,127651315,134324991,73293328,0.546,Delayed,11-01-2024,17-03-2024,28-02-2024,182,4.48,No
184,2025,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,Water Pipeline,Vendor_1022,57070106,26982940,17630588,16261512,18739858,1.152,Completed,24-11-2023,16-03-2024,15-05-2024,158,2.39,No
185,2023,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Bangalore,Indiranagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1055,394091945,159684740,90177450,37696120,14711961,0.39,Completed,17-06-2023,16-08-2023,02-08-2023,115,1.42,Yes
186,2024,Ministry of Education,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Smart City Initiative,Water Pipeline,Vendor_1057,253343138,139994482,92652381,82122565,21430874,0.261,Completed,02-06-2024,13-09-2024,17-09-2024,43,1.99,No
187,2023,Ministry of Infrastructure,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,School Building,Vendor_1090,226162832,129580423,101178611,80536687,94628401,1.175,Delayed,18-03-2024,26-07-2024,29-10-2024,167,2.97,No
188,2023,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Road Construction,Vendor_1034,273508244,176669501,130320696,90046253,57420765,0.638,Delayed,28-06-2024,09-10-2024,28-01-2025,260,2.15,No
189,2024,Ministry of Health,Jal Jeevan Mission,Maharashtra,Nagpur,Dharampeth,Smart City Initiative,School Building,Vendor_1027,305688919,172103118,54280861,22057992,6510511,0.295,Completed,03-10-2023,10-03-2024,22-06-2024,24,1.13,No
