record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified,planned_duration_days,delay_days_raw,delay_days,is_delayed,central_state_gap,state_district_gap,central_state_gap_pct,state_district_gap_pct,fund_leakage,fund_leakage_pct,state_absorption_rate,district_absorption_rate,overspend,underutilized,budget_efficiency,citizen_risk,false_completion,vendor_concentration,risk_score,risk_norm,risk_label,lapse_risk,ae_recon_error,ae_anomaly,iso_anomaly,iso_score,lapse_probability,xgb_anomaly_prob,final_risk_score,final_risk_label
46,2025,Ministry of Education,Digital India,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Hospital Upgrade,Vendor_1087,184852532,72633483,53863895,52768732,19951216,0.378,Completed,2023-02-28,2023-07-04,2023-06-11,133,4.75,No,126,-23,0,0,112219049,18769588,0.6070733670015405,0.25841508936037116,130988637,0.7086115379799072,0.39292663299845954,0.7415849106396288,0,1,0.378087841868173,0,1,0.0057306590257879654,0.2308595988538682,0.2108922291926787,Low,1,0.1305676302021416,0,0,0.5267225071950583,1.0,0.009900092,0.36389119792976743,Medium
47,2023,Ministry of Health,PM Awas Yojana,Maharashtra,Nagpur,Dharampeth,State Road Development,Road Construction,Vendor_1089,338236387,232735959,72587558,50416535,49347015,0.979,Completed,2024-04-28,2024-08-11,2024-10-20,268,2.29,No,105,70,70,1,105500428,160148401,0.3119133010370052,0.6881119775736932,265648829,0.7853940002025861,0.6880866989629948,0.3118880224263067,0,0,0.9787863247642862,1,1,0.008733624454148471,0.6013100436681224,0.645631345434047,High,0,0.050494288133326265,0,1,0.5653112987350357,0.0,0.8382517,0.4509321098047812,Medium
48,2024,Ministry of Education,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Road Construction,Vendor_1018,393765648,264431617,104743810,55258364,44999763,0.814,Delayed,2024-02-05,2024-06-19,2024-08-29,259,4.02,Yes,135,71,71,1,129334031,159687807,0.32845432722968254,0.6038907480568029,289021838,0.7339945459132585,0.6715456727703174,0.39610925194319707,0,0,0.8143520680416815,0,0,0.011661807580174927,0.35174927113702625,0.3527613240386583,Medium,0,0.03634655234879257,0,0,0.5028171514433337,0.0,0.00048164005,0.20630139839922795,Low
49,2024,Ministry of Rural Development,PM Awas Yojana,Karnataka,Bangalore,Whitefield,State Road Development,School Building,Vendor_1085,206868959,105067529,46821551,41941846,24228807,0.578,Delayed,2024-10-03,2025-02-25,2025-06-06,190,2.03,Yes,145,101,101,1,101801430,58245978,0.4921058746179508,0.5543670680596285,160047408,0.7736656517907068,0.5078941253820493,0.4456329319403714,0,0,0.5776762186385406,1,0,0.012269938650306749,0.501840490797546,0.5288996580701383,Medium,0,0.010124648449853701,0,0,0.4501204192151865,0.005756547593550527,3.395108e-05,0.21409812431603428,Low
50,2025,Ministry of Education,Ayushman Bharat,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Bridge Development,Vendor_1032,286487096,166344336,114239152,81313464,105135102,1.293,Ongoing,2023-12-01,2024-05-29,2024-09-17,121,1.31,Yes,180,111,111,1,120142760,52105184,0.41936534551629506,0.313236899151168,172247944,0.6012415442264806,0.5806346544837049,0.6867631008488321,1,0,1.2929605606274504,1,0,0.011538461538461539,0.8017307692307692,0.8808334630917724,High,0,0.05112011040996117,0,0,0.5548738223124601,0.0,0.007424752,0.4415685601339616,Medium
51,2024,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Smart City Initiative,Hospital Upgrade,Vendor_1076,334510039,226269108,125627054,130791866,70916322,0.542,Delayed,2023-11-28,2024-03-11,2024-03-13,116,4.38,No,104,2,2,1,108240931,100642054,0.32358051591988246,0.4447891932291526,208882985,0.6244445925283576,0.6764194840801175,0.5552108067708474,0,0,0.5422074336029429,0,0,0.01744186046511628,0.20261627906976742,0.17774751023082452,Low,0,0.08111444896971379,0,0,0.5189986493852381,0.00488137013857997,0.0014169322,0.17670899057114117,Low
52,2024,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Pune,Shivajinagar,Urban Transport Improvement,Hospital Upgrade,Vendor_1051,356009860,115165140,50419171,23442052,24879996,1.061,Delayed,2024-12-01,2025-02-15,2025-06-13,45,1.9,Yes,76,118,118,1,240844720,64745969,0.6765113752748309,0.5622011052997461,305590689,0.8583770376472157,0.32348862472516915,0.4377988947002539,1,0,1.061340363889646,0,0,0.011904761904761904,0.4517857142857143,0.4701582808926216,Medium,0,0.0945902852118042,0,0,0.5028204664504997,0.0,0.00028899164,0.2696604796428436,Low
53,2023,Ministry of Education,PM Gram Sadak Yojana,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1056,139027527,51161902,20901554,8607016,9729183,1.13,Completed,2023-02-10,2023-07-21,2023-07-31,157,3.32,No,161,10,10,1,87865625,30260348,0.6320016395026576,0.5914625300677836,118125973,0.8496588808632121,0.36799836049734236,0.40853746993221635,1,0,1.1303781705529536,0,1,0.02005730659025788,0.6030085959885387,0.6476246677393767,High,0,0.03954036056925129,0,0,0.5279807328707966,0.0,0.0025965848,0.33225196014638847,Medium
54,2024,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,State Road Development,Road Construction,Vendor_1002,109714804,73590719,43445808,24145873,14175036,0.587,Delayed,2023-07-07,2023-12-07,2023-12-23,77,1.52,Yes,153,16,16,1,36124085,30144911,0.3292544276887192,0.40962924957969227,66268996,0.6040114331334904,0.6707455723112808,0.5903707504203077,0,0,0.5870583349792323,0,0,0.002857142857142857,0.20042857142857146,0.17518014366441398,Low,0,0.2479800096191013,1,0,0.48398558208715264,0.014618916921777685,0.0001094161,0.21133255386298083,Low
55,2025,Ministry of Education,Digital India,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,Water Pipeline,Vendor_1045,128485010,55885954,26795355,19682908,15808418,0.803,Completed,2024-02-13,2024-04-13,2024-07-11,238,3.65,No,60,89,89,1,72599056,29090599,0.5650391123447007,0.5205350704042737,101689655,0.7914515086234574,0.4349608876552992,0.47946492959572634,0,0,0.8031545948393398,0,1,0.006134969325153374,0.450920245398773,0.4691426168967749,Medium,0,0.03870136691593448,0,0,0.4904375214180133,0.004562796220071639,0.00017308556,0.2381033072155932,Low
56,2024,Ministry of Rural Development,Ayushman Bharat,Tamil Nadu,Chennai,T Nagar,State Road Development,School Building,Vendor_1092,361119561,121927407,68033574,61180200,41849242,0.684,Delayed,2023-06-12,2023-10-12,2023-09-16,23,1.28,Yes,122,-26,0,0,239192154,53893833,0.6623627735302879,0.44201573974258307,293085987,0.8116037419529317,0.33763722646971206,0.557984260257417,0,0,0.6840324484065106,0,0,0.015105740181268883,0.15226586102719034,0.11865918533169038,Low,0,0.09493704838847435,0,0,0.476036586509609,0.0,8.266702e-05,0.12406057096904374,Low
57,2023,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,School Building,Vendor_1028,288030785,144958258,94838133,38619957,47372570,1.227,Delayed,2024-11-16,2025-03-15,2025-02-23,92,3.31,No,119,-20,0,0,143072527,50120125,0.49672651136926216,0.3457555691652972,193192652,0.6707361228765877,0.5032734886307378,0.6542444308347027,1,0,1.2266344574127828,0,0,0.0057306590257879654,0.4508595988538682,0.4690714456356681,Medium,0,0.10372939479729897,0,0,0.47011876683414644,0.0,5.4556753e-05,0.24505370004118765,Low
58,2024,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Hospital Upgrade,Vendor_1094,289779068,164486232,93401828,103627528,51325956,0.495,Ongoing,2024-02-13,2024-07-20,2024-07-18,115,4.86,Yes,158,-2,0,0,125292836,71084404,0.432373659232005,0.4321602065758306,196377240,0.6776791759161845,0.567626340767995,0.5678397934241693,0,0,0.4952926793737664,0,0,0.006309148264984227,0.15094637223974763,0.11711070996238464,Low,1,0.23926343765197183,1,0,0.4715661467695946,0.9978633961616307,9.459504e-05,0.3246382197132787,Medium
59,2023,Ministry of Education,PM Awas Yojana,Maharashtra,Nashik,Panchavati,State Road Development,Road Construction,Vendor_1068,225853448,68806225,45120997,36585820,21099234,0.577,Delayed,2023-10-30,2024-04-11,2024-04-11,220,1.78,No,164,0,0,0,157047223,23685228,0.6953501236784306,0.3442308889929654,180732451,0.8002200214362014,0.30464987632156937,0.6557691110070346,0,0,0.576705237165656,1,0,0.023076923076923078,0.30346153846153845,0.29609364682972206,Medium,0,0.008057126441718163,0,0,0.4935004005031059,0.005977092983361988,0.00024071148,0.16862365725497588,Low
60,2024,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,Water Pipeline,Vendor_1047,377256678,174431401,107901585,54947412,67515950,1.229,Ongoing,2024-11-21,2025-04-15,2025-04-25,279,2.26,No,145,10,10,1,202825277,66529816,0.537632038948294,0.38140962933617667,269355093,0.7139836315899489,0.462367961051706,0.6185903706638233,1,0,1.2287375791238357,1,0,0.011461318051575931,0.6517191977077365,0.7047885994863267,High,0,0.11191558550828924,0,0,0.518946479099961,0.0,0.0018604368,0.37222718981410213,Medium
61,2023,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Pune,Shivajinagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1032,175583800,67321859,20704836,13508622,11386580,0.843,Completed,2023-12-10,2024-02-15,2024-05-19,226,4.25,No,67,94,94,1,108261941,46617023,0.6165827428270717,0.6924500257784029,154878964,0.8820800324403504,0.38341725717292824,0.3075499742215972,0,0,0.8429120305535235,0,1,0.007936507936507936,0.4511904761904762,0.46945974405159624,Medium,0,0.0537897283464966,0,0,0.5186953679805542,0.0,0.0050735893,0.26772920324162175,Low
62,2025,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Water Pipeline,Vendor_1077,205462848,115982039,39599205,33241296,23868765,0.718,Ongoing,2024-03-25,2024-09-07,2024-10-07,267,1.77,No,166,30,30,1,89480809,76382834,0.4355084623376777,0.6585746781016671,165863643,0.8072682950447567,0.5644915376623223,0.3414253218983329,0,0,0.7180455599565071,1,0,0.006309148264984227,0.3509463722397476,0.3518190885469204,Medium,0,0.018945833832442246,0,0,0.48357967927828577,0.0009488338808834526,0.00029779458,0.18314218295705065,Low
63,2024,Ministry of Rural Development,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Bridge Development,Vendor_1075,272411439,97440619,46171107,43961481,33589418,0.764,Completed,2023-11-30,2024-04-20,2024-04-22,6,2.76,Yes,142,2,2,1,174970820,51269512,0.6423034973946157,0.5261616000202133,226240332,0.830509661527099,0.3576965026053843,0.47383839997978666,0,0,0.764064750229866,0,0,0.008547008547008548,0.2012820512820513,0.17618173802723808,Low,0,0.16837789338755385,1,0,0.4562979001146727,0.0,7.7515404e-05,0.15557498326377267,Low
64,2023,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Bridge Development,Vendor_1055,381922392,261124192,108699851,102644908,92931896,0.905,Delayed,2024-01-03,2024-04-20,2024-05-25,105,2.76,No,108,35,35,1,120798200,152424341,0.3162899126375392,0.5837235525079193,273222541,0.7153875937182547,0.6837100873624607,0.4162764474920807,0,0,0.9053726854136788,0,0,0.012618296529968454,0.2018927444794953,0.1768984120781615,Low,0,0.016267001590427904,0,0,0.5107400411340508,0.0023653908530651964,0.0027507714,0.14435886735387995,Low
65,2024,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Road Construction,Vendor_1078,67097878,42327038,24524517,16955183,17886213,1.055,Delayed,2023-12-15,2024-03-09,2024-07-01,121,2.18,Yes,85,114,114,1,24770840,17802521,0.369174715182498,0.42059453817675596,42573361,0.6344963845205358,0.630825284817502,0.579405461823244,1,0,1.0549112327481218,1,0,0.006309148264984227,0.6009463722397477,0.6452045617775902,High,0,0.07364534346137301,0,0,0.5288922851111115,0.0,0.0011147413,0.3450789290362616,Medium
66,2025,Ministry of Education,Jal Jeevan Mission,Maharashtra,Pune,Shivajinagar,Smart City Initiative,Bridge Development,Vendor_1073,66725297,39012258,13248335,10714050,3792499,0.354,Ongoing,2024-04-29,2024-08-23,2024-10-25,273,3.51,Yes,116,63,63,1,27713039,25763923,0.41533032067283265,0.6604058396209724,53476962,0.8014495911498153,0.5846696793271673,0.3395941603790275,0,1,0.35397436076927025,0,0,0.011904761904761904,0.35178571428571426,0.3528040916003537,Medium,1,0.0418598399825229,0,0,0.5191974768910329,1.0,0.0008702281,0.37233980220252716,Medium
67,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,School Building,Vendor_1021,219927267,122721181,52505716,58236959,30202189,0.519,Delayed,2023-04-14,2023-08-14,2023-09-15,50,4.89,No,122,32,32,1,97206086,70215465,0.4419919700088848,0.5721544107369697,167421551,0.7612587255949487,0.5580080299911152,0.4278455892630303,0,0,0.518608621030504,0,0,0.006097560975609756,0.20091463414634148,0.17575055862630495,Low,0,0.16975018618148774,1,0,0.44966127457340577,0.006011640853065197,6.031491e-05,0.15122764369151773,Low
68,2023,Ministry of Health,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,School Building,Vendor_1003,273788715,94052316,66495479,43216545,47384212,1.096,Completed,2023-12-18,2024-04-10,2024-05-06,119,3.07,Yes,114,26,26,1,179736399,27556837,0.6564784783039724,0.2929947732493903,207293236,0.7571284886595856,0.3435215216960275,0.7070052267506097,1,0,1.0964368391781434,0,0,0.019943019943019943,0.282991452991453,0.27207114397886895,Low,0,0.009842014012513865,0,0,0.4760057383998913,0.0,7.720432e-05,0.14516699311133946,Low
69,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,State Road Development,Hospital Upgrade,Vendor_1098,62021904,39442734,21784310,12462609,11386226,0.914,Delayed,2023-03-04,2023-05-19,2023-07-09,289,3.84,No,76,51,51,1,22579170,17658424,0.36405154540241136,0.44769776861816934,40237594,0.648764249481925,0.6359484545975886,0.5523022313818307,0,0,0.9136310061560946,0,0,0.011627906976744186,0.20174418604651162,0.17672407253350825,Low,0,0.1123860975919747,0,0,0.47127259329781496,0.0,9.775138e-05,0.14702622101173035,Low
70,2023,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Smart City Initiative,Road Construction,Vendor_1047,109475893,67426849,42931860,28386275,35725882,1.259,Ongoing,2023-05-18,2023-10-02,2023-09-14,97,3.27,Yes,137,-18,0,0,42049044,24494989,0.38409409457842925,0.3632824218138979,66544033,0.607841883509459,0.6159059054215708,0.6367175781861021,1,0,1.2585618225709432,0,0,0.00872093023255814,0.4513081395348838,0.46959782691551993,Medium,0,0.04935639846046881,0,0,0.4813814735708134,0.0,6.8935675e-05,0.23397395473541352,Low
71,2023,Ministry of Rural Development,PM Awas Yojana,Karnataka,Bangalore,Whitefield,Urban Housing Scheme,Road Construction,Vendor_1061,274018298,131385624,94849074,48510922,41756082,0.861,Delayed,2024-08-20,2024-12-22,2024-11-27,203,3.12,Yes,124,-25,0,0,142632674,36536550,0.5205224433588738,0.27808636049861896,179169224,0.653858612025975,0.4794775566411262,0.7219136395013811,0,0,0.8607563055593954,0,0,0.009202453987730062,0.1313803680981595,0.09414918442513233,Low,0,0.05656145593706719,0,0,0.44493615301814043,0.00041702645980705493,2.3709219e-05,0.07451093108573187,Low
72,2025,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Water Pipeline,Vendor_1040,217688648,106995651,37747644,17797332,7939268,0.446,Delayed,2023-05-06,2023-08-01,2023-09-10,271,3.06,Yes,87,40,40,1,110692997,69248007,0.5084922802221639,0.6472039410274723,179941004,0.8265980135078059,0.4915077197778361,0.35279605897252775,0,0,0.4460931559854028,0,0,0.014450867052023121,0.20216763005780347,0.17722100182006645,Low,1,0.1581025379609346,0,0,0.45403230681135326,0.9895887756475439,5.4983728e-05,0.29852391743065104,Low
73,2025,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,Water Pipeline,Vendor_1005,271637509,157271792,50606170,30875812,21393892,0.693,Completed,2023-09-26,2023-12-17,2024-02-12,14,1.18,Yes,82,57,57,1,114365717,106665622,0.42102328732516836,0.6782247512001389,221031339,0.8136996242297304,0.5789767126748316,0.3217752487998611,0,0,0.6929013559222346,0,0,0.018404907975460124,0.202760736196319,0.17791703672056403,Low,0,0.06925294421396401,0,0,0.4812278610987766,0.0,4.821355e-05,0.13936677839879225,Low
74,2023,Ministry of Education,Digital India,Maharashtra,Nagpur,Sitabuldi,Urban Housing Scheme,Bridge Development,Vendor_1082,256123259,168552000,51024237,41035071,45431635,1.107,Delayed,2024-09-07,2024-12-27,2025-02-06,216,1.73,No,111,41,41,1,87571259,117527763,0.34191060718932986,0.6972789584223267,205099022,0.8007824935571353,0.6580893928106701,0.3027210415776734,1,0,1.1071416203958804,1,0,0.013100436681222707,0.6519650655021835,0.7050771356432307,High,0,0.010075846728074326,0,0,0.5164770689769511,0.0,0.0008390736,0.3311659833240823,Medium
75,2025,Ministry of Education,Ayushman Bharat,Gujarat,Surat,Adajan,State Road Development,Road Construction,Vendor_1053,209843502,128267517,89681302,51866283,58591715,1.13,Completed,2023-01-05,2023-03-29,2023-04-16,232,4.51,Yes,83,18,18,1,81575985,38586215,0.38874677663356955,0.3008260852200016,120162200,0.5726276908969999,0.6112532233664305,0.6991739147799985,1,0,1.1296686712637571,0,0,0.014534883720930232,0.5021802325581396,0.5292983592589702,Medium,0,0.060879623167288774,0,0,0.48977316554723416,0.0,7.624216e-05,0.266387343004942,Low
76,2023,Ministry of Education,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Water Pipeline,Vendor_1072,50317831,24793897,13056777,6443037,1401355,0.217,Ongoing,2023-08-12,2023-11-27,2024-03-06,289,2.71,Yes,107,100,100,1,25523934,11737120,0.5072542574420587,0.4733874630518954,37261054,0.7405139144411849,0.49274574255794135,0.5266125369481046,0,1,0.21749913899299353,0,0,0.008670520231213872,0.5513005780346821,0.5869431424705279,Medium,1,0.11996147768693192,0,0,0.5354210005222853,0.9522925000000001,0.0196178,0.4926343416524714,Medium
77,2025,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Water Pipeline,Vendor_1035,110890036,60758166,25956061,11162033,11023038,0.988,Ongoing,2024-11-14,2025-04-04,2025-07-26,62,4.26,Yes,141,113,113,1,50131870,34802105,0.4520863353313367,0.5727971611256337,84933975,0.7659297269954894,0.5479136646686633,0.4272028388743663,0,0,0.9875475193452662,0,0,0.008670520231213872,0.35130057803468207,0.35223476388599195,Medium,0,0.11211974424256686,0,0,0.4606151525660623,0.0012593903807961316,0.00010746109,0.19951554125485046,Low
78,2024,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Bridge Development,Vendor_1021,141976980,60876201,24147866,23275973,23483207,1.009,Completed,2024-02-23,2024-05-10,2024-08-17,116,3.26,No,77,99,99,1,81100779,36728335,0.5712248492678179,0.6033283023032269,117829114,0.8299170330288755,0.4287751507321821,0.3966716976967732,1,0,1.0089033442339876,0,1,0.011560693641618497,0.5517341040462428,0.587451903406766,Medium,0,0.025248500330614283,0,0,0.5015247659271458,0.0,0.00028126876,0.2830817483996055,Low
79,2025,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,School Building,Vendor_1019,250712724,169973386,68423505,57401277,36668761,0.639,Delayed,2023-03-01,2023-08-13,2023-11-15,110,4.21,Yes,165,94,94,1,80739338,101549881,0.32203925158581104,0.597445773069438,182289219,0.727084035032861,0.677960748414189,0.4025542269305619,0,0,0.6388143768996637,0,0,0.015772870662460567,0.3523659305993691,0.3534849997513848,Medium,0,0.05157372407680824,0,0,0.4686702046895296,0.0,0.00014400286,0.18342334036600935,Low
80,2024,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Bridge Development,Vendor_1086,78454405,49692943,32338600,38675540,46549369,1.204,Delayed,2023-08-29,2024-02-11,2024-02-22,165,4.95,No,166,11,11,1,28761462,17354343,0.3666009830805549,0.34923153977819343,46115805,0.5878038970533267,0.6333990169194451,0.6507684602218066,1,0,1.2035867889627399,0,0,0.008849557522123894,0.5013274336283187,0.5282975639885856,Medium,0,0.1507862876624538,0,0,0.5046997526577036,0.0,0.0002283662,0.3130980670141688,Medium
